name,points
Nick Van Der Meer,1
Igor Chaldounov,1
Nick Weal,1
Ichiro Nakanishi,1
Nickolai Dyachok,1
Nico Welschen,1
Ian Russell,1
Ian Perkin,1
Nigel Orourke,1
Nigel Sears,1
Nigel Smuts,1
Niko Karagiannis,1
Herbert Browne,1
Henry Whitesell,1
Henry Somerville,1
Henry So,1
Norbert Gruber,1
Henrique Rocha,1
Noriyuki Washida,1
Henri Squire,1
Nortay Dowuona,1
Hendrick Sepp,1
Nour Nehme,1
Noureddine Mahmoudi,1
Nunil Velasco,1
Helson Barros,1
Helmut Quack,1
Noel Lennon,1
Noel Freitas,1
Noel Callaghan,1
Hichem Riani,1
Horace Reid,1
Homer Shoop,1
Holger Osinski,1
Nikolai Fidirko,1
Hiroyuki Bamba,1
Nikoloz Davlianidze,1
Nimish Desai,1
Herbert Loerke,1
Nino Monda,1
Herve Grenier,1
Herve Bardot,1
Hernando Salas,1
Hernando Leguizamon,1
Hernan Casanova,1
Nick Barone,1
Nicholas Sido,1
J Walsh,1
J Jetson,1
J Hill,1
Muhd Ashaari Bin Zinal Abidin,1
J Griman,1
J Green,1
J Gordon,1
J Frederick,1
J Fannin,1
J Fairchild,1
Mustafa Gengsoy,1
J Cabeza,1
Mykyta Mashtakov,1
Myron Grunberg,1
N Burlacher,1
N Folker,1
N Gillasby,1
Muhammad Althaf Dhaifullah,1
Moussa Said,1
Iman Nilipour,1
J Kirs,1
Mohammed Mahmoudi,1
Mohammed Nazreen Fuzi Nasruddin,1
Mohammed Rahizam Abdul Rahim,1
J Spinnenweber,1
J Sacks,1
J Rudman,1
J Plain,1
J Oosthuysen,1
Morees Dubruyn,1
Morris Shongwe,1
J O'Brien,1
J May,1
J Luna,1
J Logan,1
J Lascelle,1
N L Reevell,1
N Sriram Balaji,1
N Stafford,1
N Trotter,1
Nejc Podkrajsek,1
Ismael Changawa Ruwa Mzai,1
Nemanja Kontic,1
Nematollah Nemati,1
Neoclis Neocleous,1
Isaac Becroft,1
Nestor Grammatica,1
Irakli Metreveli,1
Neville Senaratne,1
Ingo Neumuller,1
Nezih Gunal,1
Inam Ul Haq,1
Nicholas Campbell,1
Inam Gul,1
Iman Sutarli,1
Neil Golden,1
Neil Dryden,1
Ismail Sauce,1
Iyo Pimentel,1
N Vijay Sundar Prashanth,1
N Wynward,1
J C Edwards,1
Nael Zaki,1
J Adams,1
J A Underwood,1
Ivon Savy,1
Ned Saxman,1
Ivano Cappelloni,1
Nathan Anthony Barki,1
Nathan Pasha,1
Navdeep Singh,1
Ivan Cerovic,1
Ivan Camus,1
Matthew Behrmann,1
Matteo Marrai,1
Nur Gurak,1
M J R Hales,1
M M Griffiths,1
M Marchment,1
M Munoz,1
M Patterson,1
M Pine,1
M Rana,1
M S Palmer,1
M White,1
M Williams,1
Kevin Mccollum,1
Madhusudhan Nair,1
Mads Gottlieb,1
Magloire Yakpa,1
Kevin Keele,1
Kevin Furst,1
M Lusinchi,1
M Hill,1
Kerlin Butchee,1
M Harrison,1
Kirk Watson,1
Kirati Siributwong,1
King Van Nostrand,1
King Thaxton,1
Kinantan Sangitan,1
M Arenzon,1
Ki Lung Ng,1
M Blakeway,1
Khalid Hussain Fitiani,1
M Bonner,1
M Cairns,1
M Ellis,1
M Fallas,1
M Fuster,1
M Harner,1
Kevin Cheruiyot,1
Mahmoud Nader Al Baloushi,1
John Allgood,1
Keith Begley,1
Keith Arejo,1
Marc Fornell Mestres,1
Marc Krippendorf,1
Kay Terry,1
Katore Agnamba,1
Marc Weitzel,1
Kasparas Zemaitelis,1
Marcello Bassanelli,1
Karim Fliss,1
Karim Afifi,1
Karam Hatamleh,1
Marcelo Grassi,1
Kamil Capkovic,1
K Tsui,1
K Tobin,1
Keith Bardellini,1
Keith Gilbert,1
Kento Takeuchi,1
Keith Woolcott,1
Kent Woodward,1
Malcolm Birch,1
Malcolm Elley,1
Malik Sanjaya Wijemanne,1
Manas Dhamne,1
Manfred Gastler,1
Mansur Yakhyaev,1
Manuel Castellanos,1
Kenichi Kiyomiya,1
Manuel Gallardo,1
Ken Kelleher,1
Manuel Pabon,1
Manuel Ruiz,1
Ken Jantz,1
Ken Hiskins,1
Lukas Thomas,1
Kiyoshi Miyanami,1
Lukas Neumayer,1
Lays Salim,1
Laurie Strong,1
Liu Shuhua,1
Lauri Kiiski,1
Lleyton Cronje,1
Lluis Miralles,1
Lars Uebel,1
Loic Didavi,1
Larry Rolle,1
Larry Miller,1
Larry Goldbeck,1
Larry Dodge,1
Lou Cabnet,1
Loucas Christophides,1
Louis Gordon,1
Larry Axtell,1
Lawal Shehu,1
Learner Tien,1
Klaas Visscher,1
Ling Lu,1
Leonardo Ramirez,1
Leroy Tujeehut,1
Les Bourne,1
Les Dodson,1
Les Nicholson,1
Les Van Dorpie,1
Leslie Buck,1
Lester Brown,1
Lester Cook,1
Leonardo Olguin,1
Lex Wood,1
Liam Krall,1
Leighton Alfred,1
Leif Beck,1
Ling Fong,1
Lamar Roemer,1
Laird Dunlop,1
Lubin Taborda,1
Luca Gasparini,1
Krister Wedenby,1
Luis Diaz Barriga,1
Luis Felipe Silva,1
Kouichi Sayama,1
Luis Garcia,1
Kosti Killa,1
Luis Javier Cuellar Contreras,1
Komlavi Loglo,1
Luis Lopez,1
Koko Kunkel,1
Luis Moreira,1
Luis Riba,1
Luiz Flor,1
Klaus Kreuzhuber,1
Klaus Doring,1
Luis Carlos Enck,1
Kristian Tammivuori,1
Kristijan Mesaros,1
L Lebowitz,1
L Turner,1
L Traut,1
L Stevens,1
Lucas Andriamasilalao,1
L Ploughman,1
L Palman,1
L Cousins,1
Kurt Wodak,1
Kyoichi Sakamoto,1
Lucky Candra Kurniawan,1
Kyle Johnson,1
Ludovic Walter,1
Luigi Bianco,1
Luigi Compagna,1
K Stevens,1
K Stanley,1
Marco Antonio Rojas,1
Markus Menzler,1
Jose Antonio Velazquez,1
Jorge Villanueva,1
Jorge Todero,1
Jorge Tejada,1
Jorge Ramirez,1
Jorge Kon,1
Jorge Cordova,1
Jorge Cano,1
Martin Emmrich,1
Martin Goldberg,1
Jorg Schors,1
Jong Woong Yoon,1
Jonathan Leach,1
Martin Rmus,1
Jon Sorbo,1
Markus Nagel,1
Markus Kerner,1
Josko Topic,1
Jose Fernandez,1
A Amer,1
Joseph Oyebog,1
Mark Taylor,1
Joseph Mateo,1
Josef Solc,1
Mark Witsken,1
Jose Villarete,1
Jose Schmidt,1
Markku Autio,1
Jose Perdomo,1
Marko Tepavac,1
Jose Miguel Ayala,1
Jose Maria Blasi,1
Jose Manuel Villota,1
Jose L Asensio,1
Jon Daly,1
John Whiteford,1
John Trauth,1
John Tidball,1
John Lowman,1
John Levin,1
John Kern,1
John Howarth,1
Mateus Alves,1
John Hays,1
Mathias Hellstrom,1
John Evans,1
John El Khoury,1
John Damon,1
John Bozas,1
Matt Lucena,1
John Arbanas,1
Matt Reid,1
Matt Simpson,1
Massimo Pelosini,1
Massimo Grassotti,1
John Manderson,1
John Pickens,1
Martin Vaisse,1
Martin Valenti,1
John Swann,1
John Stefanki,1
John Segal,1
John Roddick,1
John Penero,1
John Molin,1
Marvin Moeller,1
John Paul Fruttero,1
Marwan Zewar,1
John O'Shea,1
Masaru Suishu,1
Masayoshi Takeyari,1
Mark Pinchbeck,1
Mark Ozer,1
K Shimamura,1
Jung Woong Na,1
Jun Kato,1
Jun Chao Xu,1
Marcus Kramer,1
Julius Gotovskis,1
Julio Peralta,1
Marek Marksoo,1
Julio Moros,1
Marian Lazarov,1
Julien Mathieu,1
Mariano Albert Ferrando,1
Mariano Delfino,1
Julien Chauvin,1
Julien Cagnina,1
Julian Olave,1
Marin Draganja,1
Marcos Perez Hubert,1
Junzo Kawamori,1
Jozef Orlikowski,1
Just Barth,1
Marco Aurelio Nunez,1
Marco Cacopardo,1
K Reid,1
K Lonsdale,1
K Kelkher,1
K French,1
K Franzi,1
Marco Gudino,1
K Casey,1
Marco Morales,1
K C Cook,1
K Brebnor,1
Justin Oneal,1
Justin Lunn,1
Marcos Braga,1
Mario Alberto Cayo,1
Jukka Narakka,1
Mario Brenner,1
Mario Caimo,1
Juan Fernandez,1
Juan Cruz,1
Juan Carlos Yunis,1
Mark Farren,1
Mark Freedman,1
Juan Carlos Santiago,1
Mark Harner,1
Mark Jeffrey,1
Mark Joffey,1
Juan Carlos Martinez,1
Juan Carlos Gonzalez,1
Juan Carlos Andrade,1
Mark Long,1
Juan Alberto Rios,1
Jozsef Asboth,1
Juan Francisco Barragan,1
Mark Darby,1
Mark Conti,1
Juan Pablo Etchecoin,1
Mario Calautti,1
Mario Carnevale,1
Mario De Cesaris,1
Mario Laborde,1
Juan Sebastian Vivanco,1
Juan Rivera,1
Juan Pablo Barboza,1
Mark Chigaazira,1
Juan Notz,1
Marius Masencamp,1
Marius Tangen,1
Mariusz Zielinski,1
Juan Manuel Hidalgo,1
Juan Lugo,1
Nuno Matias,1
Ny Hy,1
David Franco,1
Eric Nunez,1
Eric Huet,1
Ricardo Bernd,1
Enrique Quimbaya,1
Enrique Perez Alvarez,1
Enrique Molina,1
Ricardo Omana,1
Ricardo Rivera,1
Enrique Lopez Perez,1
Ricardo Schlachter,1
Riccardo Bellotti,1
Riccardo Capece,1
Enrique Bruix,1
Rich Hillway,1
Richard Akel,1
Richard Berner,1
Eric Jr. Olivarez,1
Eric Quigley,1
Richard Cooper,1
Revaz Osadze,1
Esteban Vallely,1
Reid Robson,1
Esat Tanik,1
Ernesto Ruiz Bry,1
Ernesto Rios,1
Erik Stenninger,1
Relja Fiser Dulic,1
Remi Gilberton,1
Remus Farcas,1
Renald Etienne,1
Erik Arutiunian,1
Rene Nicklisch,1
Rene Ruzic,1
Eric White,1
Eric Rosenfeld,1
Richard Bray,1
Emmanuel Marmillod,1
R Gates,1
Richard Stott,1
Edward Corrie,1
Rick Chase,1
Eduardo Mandarino,1
Eduardo Cisneros,1
Eduard Pana,1
Edouardo Prada,1
Edoardo Artaldi,1
Ricky Diaz,1
Edgars Manusis,1
Ricky Raybin,1
Rihards Emulins,1
Eddie Smatt,1
Rill Baxter,1
Rob Cadwaller,1
Rob Danner,1
Ee Wei Tan,1
Egor Matvievici,1
Richard Evans,1
Ek Son Lee,1
Richard Finger,1
Emin Agaev,1
Emilio Marturano,1
Emil Reinberg,1
Emery Neale,1
Richard Gilmore,1
Emanuele Scarfiotti,1
Elvis Henry,1
Richard Hillage,1
Elia Grossi,1
Richard Kasten,1
Richard Levine,1
Richard M Ogden,1
Ekkarin Pisuth Arnonth,1
Richard Ravreby,1
Ettore Rossetti,1
Reg Trevaskis,1
Reed Cordish,1
R Stubbins,1
R Turley,1
R Vasselin,1
Fouad Kamel Boudjemline,1
Florian Merkel,1
Florian Allgauer,1
Radovan Chrz,1
Radovan Svetlik,1
Finn Reynolds,1
Filip Veger,1
Rafael Eduardo Gonzalez Retana,1
Rafael Goscinny,1
Fernando Romboli,1
Fernando Demattei,1
Felix Morey,1
Felipe Rios,1
R Sutton,1
R Speeny,1
Eugene Speni,1
R Sellick,1
R Hayes,1
R Hunt,1
R Kaplan,1
R Kiesling,1
R L Cross,1
R Lovell,1
R Mayer,1
R Mortoire,1
R N Faulkner,1
R Naylor,1
Francesco Maestrelli,1
R P Tuck,1
R Pinchin,1
R Roesner,1
R S Edwards,1
Ragesh Batra,1
Raimo Ojala,1
Rainer Falenti,1
Rainer Janson,1
F R Burns,1
F Nakano,1
Raul Brancaccio,1
Raul Contreras,1
Leonzio Collas,1
F J Vetter,1
F De Koenig,1
F Briscoe,1
Eyad Shahadeh,1
Rayane Roumane,1
Raymond Mapp,1
Evgeny Karlovskiy,1
Raymond Sarmiento,1
Evgeni Zhelyazkov,1
Evan Furness,1
F Settelmeyer,1
F Starbuck,1
F Wrathrall,1
Ramon Gallardo,1
Rainer Kuhlmey,1
Fazal Mahmoud,1
Facundo Mena,1
Ramiz Akhmerov,1
Fabrizio Gasparini,1
Fabrizio Berliri,1
Randall Verdieck,1
Raphael Durek,1
Fabio Moscino,1
Randy Jobson,1
Randy Jones,1
Fabien Cousin,1
Raouf Ben Farhat,1
Fabiano De Paula,1
Eberhard Wensky,1
Rob Kuypers,1
E Youatt,1
Roland Stiegler,1
Dennis Hayes,1
Rolando Zalameda,1
Rolf Durr,1
Dennis Gibson,1
Denis Galesi,1
Romain Bogaerts,1
Romain Radwan,1
Roman Hassanov,1
Demetrios Leontis,1
Roman Valent,1
Roman Vogeli,1
Delmas Ntcha,1
Dekel Valtzer,1
Ron Barnes,1
Ron Cornell,1
Roland Theisen,1
Dennis Kylur,1
Rodrigo Crespo Piedra,1
Dennis Lajola,1
Dick Moffatt,1
Rodrigo Ramirez,1
Dick Metz,1
Roey Tabet,1
Roger Ashcroft,1
Roger Becker,1
Dick Klitch,1
Dick Horowitz,1
Dexter Macbride,1
Devin Badenhorst,1
Derek Yong,1
Rohit Rajpal,1
Depeng Li,1
Dennis Schmid,1
Dennis Peschek,1
Ron Dutton,1
Ron Fick,1
Dean Penero,1
Dean Nogrady,1
David Seigel,1
David Salvador Estepa,1
Rowland Fellows,1
David Rollins,1
David Parker,1
Roy Macdonald,1
Roy Pigeon,1
David Mehl,1
David Martin,1
David Luque Velasco,1
Ruben Fernandez,1
David Kass,1
David Kamen,1
Ruben Torres,1
Rubin Perczek,1
David Szintai,1
Ross Hutchins,1
Ross Hewitt,1
Ronaldo Carvalho,1
Ron Myers,1
Dawood Sayed Hashim,1
Dawood Khan,1
Davn Santiago,1
Ronald Kahn,1
Ronald Mckenzie,1
Davit Babayan,1
David Vega Hernandez,1
Ronnie Barnes,1
Davin Russell,1
Ronnie Fisher,1
David Wright,1
David Wells Roth,1
Roselle Nilo Natividad,1
Rodrigo Faria,1
Dick Peters,1
E Vasquez,1
Dusan Korac,1
Duane Williams,1
Robert Janecek,1
Drew Meyers,1
Robert Lamarche,1
Robert Layton,1
Robert Lidgey,1
Doug Rees,1
Robert Mcivor,1
Doug King,1
Doug Ditmer,1
Doug Bohaboy,1
Robert Ouwendijk,1
Donny Susetyo,1
Donnie Haseth,1
Donald Sea,1
Duilio Vallebuona,1
Robert Eriksson,1
Dickson Ogu,1
Dusan Kulhaj,1
Rob Wallace,1
E Torriente,1
Robbie Lissauer,1
Robbie Smith,1
E Neemati,1
E Mcalpine,1
E H Woodruff,1
E Chavez,1
Robert Baumgartner,1
Dwight Frerichs,1
Dusan Prchlik,1
Dusan Lojda,1
Robert Crames,1
Robert Delauer,1
Robert Dickerson,1
Robert Sliwinski,1
Don Mays,1
Don Lawrie,1
Don Hodgskins,1
Robin Gyles,1
Dieter Ecklebe,1
Diego Lozano,1
Diego Hipperdinger,1
Diego Hidalgo,1
Rocky Maguire,1
Diego Duran,1
Rocky Vasquez,1
Diego Del Rio,1
Rod Flores,1
Rodney Crowley,1
Diego Ayala,1
Rodolfo Rake,1
Rodolfo Varela,1
Didier Frantz,1
Dieter Kapfhammer,1
Dimitri Badra,1
Roberto Vaz Carvalhaes,1
Domenico Urso,1
Don Fahrney,1
Don Ernst,1
Roberto Alvarez,1
Don Candy,1
Don Brosseau,1
Dominic Pagon,1
Dmitry Vlasov,1
Dinko Halachev,1
Dmitrii Baskov,1
Djordje Djuranovic,1
Roberto Matteoli,1
Roberto Maytin,1
Roberto Ortega Olmedo,1
Roberto Raffa,1
R Gray,1
R G Moore,1
O Escribano,1
Patricio Arquez,1
Gordon Simmonds,1
Gordon Sawyer,1
Patrick Boza,1
Patrick Ciorcila,1
Patrick Flynn,1
Gordon Blaylock,1
Goran Popov,1
Patrick Osnua,1
Patrick Platzer,1
Gonzalo Villanueva,1
Patrik Wennberg,1
Glenn Mccoll,1
Glenn Gerstmar,1
Paul Barth,1
Glen Mullins,1
Graeme Foster,1
Patricio Apey,1
Glen Grissillo,1
Patricio Alvarado,1
Guiliano Fanfani,1
Guido Possamai,1
Gregoire Burquier,1
Greg Shave,1
Pascal Genevo,1
Greg Parker,1
Greg Muller,1
Pasi Virtanen,1
Greg Ewansky,1
Graziano Risi,1
Grant Saacks,1
Grant Golden,1
Grant Copley,1
Graham Thompson,1
Graham Silberman,1
Paul Carey,1
Paul Chaput,1
R Frost,1
Giovanni Biccai,1
Giorgi Javakhishvili,1
Gino Meeuwsen,1
Gilles Hinchcliffe,1
Gilles Arnaud Bailly,1
Gilchrist Berg,1
Pavel Brechja,1
Pavel Chekhov,1
Gian Enrico Maggi,1
Pavel Katliarov,1
Giambattista Cicivelli,1
Pavel Sevcik,1
Gerry Gomes,1
Pavlos Mamasis,1
Germain Gigounon,1
Pedro Barrios,1
Giovani Samaha,1
Paul Smith,1
Glen Chanceler,1
Paul Pavich,1
Giuseppe Verri,1
Giuseppe Tartari,1
Giuseppe Belli,1
Paul Fitzsimmons,1
Giuseppe Augello,1
Giuseppe Arancio,1
Paul Groth,1
Giulio Massara,1
Paul Harkin,1
Gisle Pedersen Jentoft,1
Girolamo Polimeni,1
Giovanni Travia,1
Giovanni Lelli Mami,1
Paul Novoa,1
Paul Palmer,1
Paolo Lazzari,1
Paolo Lagana,1
Guillermo Alcaide,1
Hasan Ibrahim,1
Harutyun Sofyan,1
Haruhiko Matsunaga,1
Harry Chambers,1
Harold Phillips,1
Hao Sheng Koay,1
Orhan Atas,1
Hans Rusli,1
Hans Hartoch,1
Osamu Yanagihara,1
Hans Fredborg,1
Hans Finkentscher,1
Hans Docher,1
Hannes Muehlenburg,1
Hank Scoble,1
Hank Emnes,1
Harvey Becker,1
Hassan Al Mousa,1
Guillermo Minutella,1
Hatem Debbeche,1
O Issara,1
O Worley,1
Oded Yaacov,1
Heinz Grimm,1
Heimo Tschernatsch,1
Oguz Eroglu,1
Ola Hellgren,1
Hei Yin Andrew Li,1
Hee Sung Chung,1
Hector Ortiz,1
Oleksandr Ovcharenko,1
Oliver Anderson,1
Oliver Freelove,1
Oliver Freund,1
Hayk Hakobyan,1
Hal Gorman,1
Oscar Rodriguez Sanchez,1
Oscar Salas,1
Oscar Valdivieso,1
P Frymann,1
P Hagna,1
P Michau,1
Gwinyai Chingoka,1
P Rickey,1
Gustavo Rueda,1
Gustavo Herrero,1
Gustavo Castillo,1
Gustav Reinach,1
Gustav Fichardt,1
Gunther Vanderveeren,1
Pablo Galdon,1
Guillermo Van Der Hans,1
Guillermo Stevens,1
Guillermo Rivera Aranguiz,1
P Finn,1
P D R Williams,1
P Coyle,1
H Nielson,1
Oskar Saarne,1
Oswaldo Cruz,1
H Sheridan,1
Otis Smith,1
Otto Oberparleiter,1
H Pienaar,1
H M Bond,1
P Corne,1
H Lerke,1
H Hsu,1
H Gais,1
H Brenner,1
P Bonfa,1
P Colquhoun,1
Pedro Braga,1
Gerhard Suhr,1
Gerardo Wortelboer,1
Fritz Don,1
Phil Jones,1
Fried Schmitz,1
Phil Meyer,1
Phil Scanlon,1
Phil Tovey,1
Philip Gubenco,1
Frederick Sundsten,1
Fred V Mcnair Iii,1
Philip Riise Hansen,1
Fred Suessmann,1
Fred Simonsson,1
Fred Martin,1
Philippe Lacombe,1
Philippe Lacombrade,1
Fred Berli,1
Frits Luyk,1
Phil Brooks,1
Peter Smith,1
Furat Hammadi,1
G Mandel,1
G Loader,1
Peter Thrupp,1
G Kenway,1
G Irshai,1
G Harris,1
G Halabi,1
Peter Wilson,1
G Doughty,1
G Donald,1
G Daumas,1
G Buzzoni,1
Petr Pala,1
G Bredberg,1
G Atwell,1
Phillip Harboe,1
Frantisek Stejskal,1
Phivos Zachariades,1
Phuong Van Nguyen,1
Francisco Yim Kim,1
Francisco Tormo,1
Francisco Pinto,1
Purav Raja,1
Quang Huy Ngo,1
Francisco Gallardo,1
Quoc Tuan Dinh,1
R Beaver,1
Francis Conquy,1
R Buckley,1
Francis Barnett,1
R Carter,1
R D J Lee,1
R E Williams,1
R Elangovan,1
Praful Ghatage,1
Pit Omaley,1
Francois Matheu,1
Pierre Manidis,1
Frank Schwanner,1
Frank Salazar,1
Piero Demichelli,1
Piero Todaro,1
Frank Hamonet,1
Pierre Lemoine,1
Frank Condor,1
Francois Pierson,1
Frank Bussey,1
Frank Barrett,1
Francois Synnaeghal,1
Francois Servelle,1
Pieter Verstraeten,1
Pietro Angelini,1
G Marais,1
G Mcvicar,1
Pedro Figar,1
Geoff Roper,1
Peter August Anker,1
Geoff Roberts,1
Peter Bahr,1
Geoff Paish,1
Peter Bartkowicz,1
Geoff Harris,1
Geoff Griffiths,1
Gene Ward,1
Peter Bretherton,1
Gene Hamilton,1
Gavin Hogben,1
Gaurav Natekar,1
Gaston Escofet,1
Gary Teagle,1
Peter Daub,1
Peter Adolph,1
Pete Smith,1
G Miles,1
George Andrews,1
Pedro Leao,1
Gerardo Miceli,1
Gerardo Clarac,1
Pedro Sakamoto,1
Gerardo Bonardi,1
Georgio Bedran,1
Per Erik Dahl,1
George Szakacz,1
George Loffhagen,1
George Kesel,1
George Kallis,1
George Czuczka,1
Pertii Manisto,1
Pete Daschmans,1
Pete Sammis,1
Peter Ehrlich,1
Gary Johnson,1
Gary Henderson,1
Peter Fletcher,1
Peter Mcgrath,1
Peter Mcpherson,1
Gabor Jaross,1
Gabi Adrian Boitan,1
G Young,1
G Silberman,1
Peter Oatey,1
Peter Orwa,1
G Sharpe,1
G Rorn,1
Peter Pilsl,1
G Roberts,1
G R D Porteus,1
G Nel,1
Peter Richardson,1
Peter Macdonald,1
Gabriel Donev,1
Peter Lund,1
Peter Hay,1
Peter Flintsoe,1
Peter Gerads,1
Gary Cruth,1
Peter Hajek,1
Garth Omaley,1
Garth Haynes,1
Gaetano Scagnolari,1
Gabriel Neascu,1
Gaetano Mele,1
Peter Jubber,1
Gaetano Longo,1
Peter Keller,1
Peter Lamp,1
Gabriel Pitta,1
 Grund,1
